0	1.0163
1	1.0103
2	1
3	1.0187
4	1.0173
5	1.0304
6	1.0284
7	1.0499
8	1.0814
9	1.103
10	1.0821
11	1.1091
12	1.0971
13	1.1601
14	1.1933
15	1.1757
16	1.2124
17	1.2168
18	1.2677
19	1.2909
20	1.2888
21	1.3446
22	1.3915
23	1.4139
24	1.498
25	1.4971
26	1.5585
27	1.6298
28	1.7003
29	1.7396
30	1.8659
31	1.921
32	1.9904
33	2.0757
34	2.204
35	2.2993
36	2.4253
37	2.5277
38	2.6619
39	2.8239
40	3.019
41	3.1908
42	3.3896
43	3.5653
44	3.8113
45	4.0351
46	4.3285
47	4.5798
48	4.9525
49	5.2383
50	5.6344
51	6.0162
52	6.4626
53	6.957
54	7.5481
55	8.0283
56	8.5785
57	9.3717
58	10.087
59	10.89
60	11.63
61	12.566
62	13.716
63	14.889
64	16.096
65	17.54
66	19.205
67	20.745
68	22.476
69	24.46
70	26.404
71	28.746
72	31.119
73	33.475
74	36.622
75	39.214
76	42.702
77	46.237
78	50.268
79	54.16
80	58.637
81	63.346
82	68.075
83	73.764
84	79.131
85	86.928
86	94.091
87	101.88
88	110.89
89	120.02
90	131.22
91	141.69
92	153.21
93	168.2
94	183.12
95	201.23
96	217.32
97	235.81
98	252.93
99	278.18
100	298.07
101	326.4
102	352
103	381.17
104	418.48
105	453.35
106	492.52
107	540.95
108	584.81
109	633.77
110	695.95
111	756.4
112	820.62
113	896.9
114	968.81
115	1039.8
116	1131.1
117	1231.4
118	1355.9
119	1462.7
120	1605.6
121	1737
122	1896.3
123	2051.7
124	2231.3
125	2420.4
126	2631.2
127	2880.7
128	3144.6
129	3455.5
130	3772.4
131	4056.6
132	4442.6
133	4831.4
134	5290
135	5780.7
136	6318.3
137	6857.9
138	7425.3
139	8031.7
140	8750.8
141	9467
142	10421
143	11404
144	12347
145	13529
146	14537
147	15715
148	17176
149	18711
150	20356
151	22169
152	24112
153	26181
154	28549
155	30658
156	33460
157	36075
158	39638
159	43304
160	47504
161	51628
162	55904
163	60485
164	66377
165	72380
166	79766
167	85556
168	94438
169	1.0256e+05
170	1.1073e+05
171	1.2044e+05
172	1.2974e+05
173	1.3984e+05
174	1.53e+05
175	1.6702e+05
176	1.8174e+05
177	1.9785e+05
178	2.166e+05
179	2.3544e+05
180	2.5401e+05
181	2.7951e+05
182	3.0823e+05
183	3.3385e+05
184	3.6706e+05
185	4.0228e+05
186	4.3768e+05
187	4.6662e+05
188	5.0597e+05
189	5.4122e+05
190	5.8544e+05
191	6.3048e+05
192	6.7162e+05
193	7.2892e+05
194	7.7233e+05
195	8.2122e+05
196	8.7833e+05
197	9.2857e+05
198	1.0041e+06
199	1.0642e+06
200	1.1515e+06
201	1.2334e+06
202	1.3125e+06
203	1.3933e+06
204	1.4955e+06
205	1.6087e+06
206	1.7285e+06
207	1.834e+06
208	1.9813e+06
209	2.1293e+06
210	2.2556e+06
211	2.4364e+06
212	2.6054e+06
213	2.7976e+06
214	3.0146e+06
215	3.2374e+06
216	3.5106e+06
217	3.765e+06
218	4.0775e+06
219	4.3563e+06
220	4.706e+06
221	5.0581e+06
222	5.4919e+06
223	5.9755e+06
224	6.4141e+06
225	7.0073e+06
226	7.6518e+06
227	8.2547e+06
228	8.9452e+06
229	9.799e+06
230	1.0742e+07
231	1.1625e+07
232	1.2646e+07
233	1.3921e+07
234	1.5352e+07
235	1.6634e+07
236	1.8326e+07
237	1.9985e+07
238	2.1886e+07
239	2.4147e+07
240	2.6694e+07
241	2.9302e+07
242	3.2259e+07
243	3.5794e+07
244	3.9779e+07
245	4.3979e+07
246	4.8893e+07
247	5.4697e+07
248	6.1134e+07
249	6.9061e+07
250	7.607e+07
251	8.3633e+07
252	9.1832e+07
253	1.0012e+08
254	1.0914e+08
255	1.1492e+08
256	1.2105e+08
257	1.2654e+08
258	1.3007e+08
259	1.3117e+08
260	1.3239e+08
261	1.3232e+08
262	1.3152e+08
263	1.3069e+08
264	1.2981e+08
265	1.3052e+08
266	1.2914e+08
267	1.2865e+08
268	1.2873e+08
269	1.2846e+08
270	1.2849e+08
271	1.2873e+08
272	1.2993e+08
273	1.2937e+08
274	1.3064e+08
275	1.3016e+08
276	1.3117e+08
277	1.3197e+08
278	1.335e+08
279	1.3228e+08
280	1.3319e+08
281	1.3304e+08
282	1.3243e+08
283	1.3256e+08
284	1.3195e+08
285	1.3189e+08
286	1.3119e+08
287	1.3166e+08
288	1.3092e+08
289	1.319e+08
290	1.3074e+08
291	1.3133e+08
292	1.3089e+08
293	1.3132e+08
294	1.3068e+08
295	1.323e+08
296	1.3145e+08
297	1.3191e+08
298	1.3201e+08
299	1.3237e+08
300	1.3229e+08
301	1.3151e+08
302	1.3078e+08
303	1.3194e+08
304	1.3147e+08
305	1.3212e+08
306	1.3167e+08
307	1.3238e+08
308	1.3199e+08
309	1.3163e+08
310	1.3268e+08
