<<<<<<< HEAD
lambda[nm]	Hb[cm-1/uM]	HbO2[cm-1/uM]	Lip[cm-1/mg]	H2O_37°[cm-1/mg]	Collagene_dens_1g/cm3[cm-1/mg]	Bkg[cm-1]		
695.0000000000000000	0.0044271183268189	0.0006454569259605	0.0000023216830000	0.0000054801525213	0.0002587551020406	1.0000000000000000		
696.0000000000000000	0.0043692999999960	0.0006493299999994	0.0000022153835471	0.0000058025144343	0.0002573550849379	1.0000000000000000		
697.0000000000000000	0.0043088090070191	0.0006535897436784	0.0000021113575711	0.0000059176436890	0.0002554365338331	1.0000000000000000		
698.0000000000000000	0.0042507999999961	0.0006585399999994	0.0000020211549244	0.0000059867212418	0.0002530825611923	1.0000000000000000		
699.0000000000000000	0.0041903205195579	0.0006629976138547	0.0000019546396923	0.0000064011865585	0.0002504331271968	1.0000000000000000		
700.0000000000000000	0.0041314999999962	0.0006677499999994	0.0000019185530000	0.0000065623675150	0.0002476581632651	1.0000000000000000		
701.0000000000000000	0.0040692159092206	0.0006721811774068	0.0000019270480781	0.0000064472382604	0.0002449893573055	1.0000000000000000		
702.0000000000000000	0.0040087999999964	0.0006769599999994	0.0000019626750793	0.0000065163158132	0.0002424882328166	1.0000000000000000		
703.0000000000000000	0.0039463169524062	0.0006812654444681	0.0000020160889031	0.0000068156518753	0.0002402373301355	1.0000000000000000		
704.0000000000000000	0.0038861999999965	0.0006861699999994	0.0000020762655336	0.0000069307811299	0.0002382692919998	1.0000000000000000		
705.0000000000000000	0.0038238199224280	0.0006911887246690	0.0000021324030000	0.0000070228845336	0.0002365663265304	1.0000000000000000		
706.0000000000000000	0.0037634999999965	0.0006972199999994	0.0000021545075208	0.0000072531430429	0.0002350232177907	1.0000000000000000		
707.0000000000000000	0.0037018110241015	0.0007033641899747	0.0000021656115508	0.0000077827376143	0.0002336104190813	1.0000000000000000		
708.0000000000000000	0.0036461999999966	0.0007101199999994	0.0000021699606005	0.0000079208927199	0.0002322348716270	1.0000000000000000		
709.0000000000000000	0.0035942537306071	0.0007163786684200	0.0000021726564753	0.0000079899702727	0.0002308033440050	1.0000000000000000		
710.0000000000000000	0.0035470999999967	0.0007230099999993	0.0000021780850000	0.0000084044355894	0.0002292397959181	1.0000000000000000		
711.0000000000000000	0.0034969452321979	0.0007292938503745	0.0000022141111807	0.0000089340301608	0.0002272366756211	1.0000000000000000		
712.0000000000000000	0.0034478999999969	0.0007359099999993	0.0000022460099655	0.0000090952111173	0.0002251463655368	1.0000000000000000		
713.0000000000000000	0.0033972439399499	0.0007419847257048	0.0000022638206426	0.0000095557281359	0.0002230803524210	1.0000000000000000		
714.0000000000000000	0.0033487999999970	0.0007487999999993	0.0000022594043462	0.0000100162451545	0.0002211490154134	1.0000000000000000		
715.0000000000000000	0.0032983328621723	0.0007559506534935	0.0000022288630000	0.0000105228138750	0.0002194387755100	1.0000000000000000		
716.0000000000000000	0.0032496999999970	0.0007644599999993	0.0000021411048081	0.0000109372791917	0.0002181395530525	1.0000000000000000		
717.0000000000000000	0.0031992161744583	0.0007732908652904	0.0000020499350805	0.0000113747703594	0.0002170478332234	1.0000000000000000		
718.0000000000000000	0.0031505999999971	0.0007828799999993	0.0000019796524411	0.0000120194941854	0.0002160646723571	1.0000000000000000		
719.0000000000000000	0.0031004767640589	0.0007919123648584	0.0000019542615511	0.0000127102697133	0.0002150704069320	1.0000000000000000		
720.0000000000000000	0.0030529999999972	0.0008012999999993	0.0000019933550000	0.0000129175023717	0.0002139489795916	1.0000000000000000		
721.0000000000000000	0.0030051274024434	0.0008102794919626	0.0000021371737321	0.0000136313037505	0.0002123545420523	1.0000000000000000		
722.0000000000000000	0.0029591999999973	0.0008197199999993	0.0000023483862112	0.0000143220792784	0.0002105956668826	1.0000000000000000		
723.0000000000000000	0.0029109533756815	0.0008286422668697	0.0000026096211387	0.0000149898289554	0.0002087599274985	1.0000000000000000		
724.0000000000000000	0.0028653999999974	0.0008381399999992	0.0000028976101208	0.0000153352167193	0.0002069580926277	1.0000000000000000		
725.0000000000000000	0.0028188726742928	0.0008474143186858	0.0000031868200000	0.0000162792766075	0.0002053061224488	1.0000000000000000		
726.0000000000000000	0.0027715999999975	0.0008574799999992	0.0000034279094752	0.0000170161038372	0.0002038907797886	1.0000000000000000		
727.0000000000000000	0.0027171585453685	0.0008673159943500	0.0000036361906663	0.0000180062154272	0.0002028072280625	1.0000000000000000		
728.0000000000000000	0.0026543999999974	0.0008777499999992	0.0000038070143599	0.0000188811977626	0.0002020942285956	1.0000000000000000		
729.0000000000000000	0.0025849624861342	0.0008876099943686	0.0000039408800085	0.0000198252576507	0.0002017423634807	1.0000000000000000		
730.0000000000000000	0.0025378999999975	0.0008980099999992	0.0000040424930000	0.0000209765501972	0.0002016938775508	1.0000000000000000		
731.0000000000000000	0.0025275515450088	0.0009079822469890	0.0000041322008905	0.0000223120495511	0.0002018526288176	1.0000000000000000		
732.0000000000000000	0.0025378999999975	0.0009182699999992	0.0000042018630655	0.0000236014972032	0.0002020880001630	1.0000000000000000		
733.0000000000000000	0.0025399661755804	0.0009278154177419	0.0000042575695347	0.0000250290999608	0.0002022590327419	1.0000000000000000		
734.0000000000000000	0.0025378999999977	0.0009385299999991	0.0000043066475826	0.0000261803925073	0.0002022334947649	1.0000000000000000		
735.0000000000000000	0.0025366682084505	0.0009502273716088	0.0000043575350000	0.0000272165557992	0.0002019081632651	1.0000000000000000		
736.0000000000000000	0.0025368999999976	0.0009643199999991	0.0000044055719289	0.0000280915381345	0.0002009769058252	1.0000000000000000		
737.0000000000000000	0.0025333992582500	0.0009793761096095	0.0000044794270394	0.0000287823136624	0.0001997733444546	1.0000000000000000		
738.0000000000000000	0.0025338999999975	0.0009956399999991	0.0000045926573008	0.0000293349340847	0.0001984200443063	1.0000000000000000		
739.0000000000000000	0.0025415646965256	0.0010111290968432	0.0000047559045390	0.0000297033476996	0.0001970528876193	1.0000000000000000		
740.0000000000000000	0.0025693999999975	0.0010269999999991	0.0000049754250000	0.0000302559681219	0.0001957959183672	1.0000000000000000		
741.0000000000000000	0.0026171395229196	0.0010423573363019	0.0000052625606819	0.0000301638647182	0.0001948611906569	1.0000000000000000		
742.0000000000000000	0.0026747999999974	0.0010582999999990	0.0000055984831067	0.0000302789939729	0.0001941259772660	1.0000000000000000		
743.0000000000000000	0.0027261633834433	0.0010735421862980	0.0000059705186289	0.0000303941232275	0.0001935443149346	1.0000000000000000		
744.0000000000000000	0.0027800999999974	0.0010895999999990	0.0000063635307126	0.0000305092524822	0.0001930371983445	1.0000000000000000		
745.0000000000000000	0.0028419077571834	0.0011055263495110	0.0000067620280000	0.0000302099164201	0.0001925102040815	1.0000000000000000		
746.0000000000000000	0.0029151999999972	0.0011226999999990	0.0000071449690946	0.0000301868905692	0.0001916752689408	1.0000000000000000		
747.0000000000000000	0.0029934724459637	0.0011397642686913	0.0000075117937808	0.0000301178130164	0.0001907337760037	1.0000000000000000		
748.0000000000000000	0.0030698999999970	0.0011576999999989	0.0000078584661867	0.0000300257096126	0.0001897081123921	1.0000000000000000		
749.0000000000000000	0.0031390355399450	0.0011749288980894	0.0000081847048709	0.0000302099164201	0.0001886356232086	1.0000000000000000		
750.0000000000000000	0.0032356999999972	0.0011926999999989	0.0000084933030000	0.0000298415028052	0.0001875612244896	1.0000000000000000		
751.0000000000000000	0.0033703148099975	0.0012097772076688	0.0000087805687726	0.0000300717613145	0.0001865072661560	1.0000000000000000		
752.0000000000000000	0.0034891999999970	0.0012276999999989	0.0000090627567577	0.0000300717613145	0.0001855401773669	1.0000000000000000		
753.0000000000000000	0.0035375599596211	0.0012450519170887	0.0000093460197874	0.0000300947871654	0.0001846898034696	1.0000000000000000		
754.0000000000000000	0.0035499999999972	0.0012626999999989	0.0000096323948884	0.0000300257096126	0.0001839660589189	1.0000000000000000		
755.0000000000000000	0.0035697922241228	0.0012786604390890	0.0000099180900000	0.0000298645286561	0.0001833571428570	1.0000000000000000		
756.0000000000000000	0.0035930999999969	0.0012940999999988	0.0000102127467216	0.0000296572959978	0.0001827731465895	1.0000000000000000		
757.0000000000000000	0.0035973250084749	0.0013077554942690	0.0000104723792609	0.0000298415028052	0.0001822453843973	1.0000000000000000		
758.0000000000000000	0.0035930999999970	0.0013216999999988	0.0000106695065939	0.0000296803218487	0.0001817332593064	1.0000000000000000		
759.0000000000000000	0.0035845810791324	0.0013350391644187	0.0000107769224325	0.0000294270374885	0.0001811873677153	1.0000000000000000		
760.0000000000000000	0.0035655999999970	0.0013492999999988	0.0000107716700000	0.0000293579599357	0.0001805561224488	1.0000000000000000		
761.0000000000000000	0.0035251687619420	0.0013627621447155	0.0000106124796642	0.0000294040116375	0.0001797466785831	1.0000000000000000		
762.0000000000000000	0.0034732999999970	0.0013768999999987	0.0000103297871692	0.0000290355980227	0.0001787905559813	1.0000000000000000		
763.0000000000000000	0.0034163309653418	0.0013902576426970	0.0000099372507064	0.0000288283653643	0.0001776874470939	1.0000000000000000		
764.0000000000000000	0.0033607999999970	0.0014045999999987	0.0000094557925511	0.0000288053395134	0.0001764547085046	1.0000000000000000		
765.0000000000000000	0.0033033210560102	0.0014185873387160	0.0000089107200000	0.0000286671844078	0.0001751275510202	1.0000000000000000		
766.0000000000000000	0.0032477999999970	0.0014339999999987	0.0000083481678798	0.0000287592878115	0.0001735939763832	1.0000000000000000		
767.0000000000000000	0.0031904999567677	0.0014491734292694	0.0000077664459127	0.0000285290293022	0.0001721364580203	1.0000000000000000		
768.0000000000000000	0.0031345999999972	0.0014653999999987	0.0000071810404596	0.0000282527190910	0.0001708671672159	1.0000000000000000		
769.0000000000000000	0.0030768245803660	0.0014807047127279	0.0000066047422315	0.0000280224605817	0.0001698708095725	1.0000000000000000		
770.0000000000000000	0.0030206999999973	0.0014966999999986	0.0000060478600000	0.0000280454864327	0.0001691887755101	1.0000000000000000		
771.0000000000000000	0.0029629370559748	0.0015118345021133	0.0000054995823213	0.0000278152279234	0.0001689420274429	1.0000000000000000		
772.0000000000000000	0.0029068999999974	0.0015279999999986	0.0000049923382056	0.0000276540469669	0.0001688892977670	1.0000000000000000		
773.0000000000000000	0.0028490427382531	0.0015434324157929	0.0000045366330470	0.0000272856333520	0.0001688859478556	1.0000000000000000		
774.0000000000000000	0.0027929999999975	0.0015592999999986	0.0000041389848281	0.0000272395816501	0.0001687787170866	1.0000000000000000		
775.0000000000000000	0.0027357501363434	0.0015732653797406	0.0000038010700000	0.0000274237884576	0.0001684336734692	1.0000000000000000		
776.0000000000000000	0.0026791999999975	0.0015868999999986	0.0000035389347749	0.0000269402455880	0.0001674693977715	1.0000000000000000		
777.0000000000000000	0.0026203612255812	0.0015986661053449	0.0000033180868180	0.0000265718319732	0.0001662533097750	1.0000000000000000		
778.0000000000000000	0.0025668999999976	0.0016108999999985	0.0000031213230015	0.0000264567027185	0.0001649066683770	1.0000000000000000		
779.0000000000000000	0.0025190970055194	0.0016223383590610	0.0000029323858240	0.0000264797285694	0.0001635732848820	1.0000000000000000		
780.0000000000000000	0.0024762999999977	0.0016347999999985	0.0000027389180000	0.0000262955217620	0.0001623928571427	1.0000000000000000		
781.0000000000000000	0.0024308161180890	0.0016463048950065	0.0000025056427644	0.0000259501339980	0.0001616125668655	1.0000000000000000		
782.0000000000000000	0.0023856999999978	0.0016587999999985	0.0000022732117641	0.0000257429013397	0.0001611101817118	1.0000000000000000		
783.0000000000000000	0.0023396949282364	0.0016704427429083	0.0000020582461689	0.0000257198754887	0.0001608531290668	1.0000000000000000		
784.0000000000000000	0.0022949999999979	0.0016826999999985	0.0000018791797129	0.0000253054101720	0.0001607700165361	1.0000000000000000		
785.0000000000000000	0.0022485923092790	0.0016932833026537	0.0000017526600000	0.0000250290999608	0.0001607653061223	1.0000000000000000		
786.0000000000000000	0.0022043999999980	0.0017038999999985	0.0000017155560645	0.0000246837121969	0.0001605518538665	1.0000000000000000		
787.0000000000000000	0.0021612301576025	0.0017127704401668	0.0000017378922832	0.0000242922727311	0.0001602901018520	1.0000000000000000		
788.0000000000000000	0.0021224999999980	0.0017222999999984	0.0000018084318341	0.0000244304278367	0.0001599651754785	1.0000000000000000		
789.0000000000000000	0.0020854597884625	0.0017309055314342	0.0000019113920718	0.0000242462210292	0.0001595709767700	1.0000000000000000		
790.0000000000000000	0.0020510999999981	0.0017407999999984	0.0000020291180000	0.0000238547815634	0.0001591071428570	1.0000000000000000		
791.0000000000000000	0.0020153189882668	0.0017498192304809	0.0000021209615364	0.0000235784713523	0.0001586031550722	1.0000000000000000		
792.0000000000000000	0.0019797999999982	0.0017591999999984	0.0000022062268223	0.0000235324196504	0.0001580262876610	1.0000000000000000		
793.0000000000000000	0.0019428040462338	0.0017672166229531	0.0000022834503208	0.0000233021611411	0.0001573733876987	1.0000000000000000		
794.0000000000000000	0.0019083999999982	0.0017775999999983	0.0000023538244456	0.0000231409801846	0.0001566467280890	1.0000000000000000		
795.0000000000000000	0.0018760481413810	0.0017904594093821	0.0000024201450000	0.0000226344114641	0.0001558571428570	1.0000000000000000		
796.0000000000000000	0.0018488999999983	0.0018107999999983	0.0000024947089748	0.0000224271788058	0.0001548921307270	1.0000000000000000		
797.0000000000000000	0.0018239875374241	0.0018358995759828	0.0000025678394273	0.0000223120495511	0.0001539668482182	1.0000000000000000		
798.0000000000000000	0.0018014999999983	0.0018585999999983	0.0000026384026948	0.0000221969202965	0.0001531614798164	1.0000000000000000		
799.0000000000000000	0.0017775613047055	0.0018699623994235	0.0000027049094385	0.0000218975842344	0.0001525428184200	1.0000000000000000		
800.0000000000000000	0.0017538999999983	0.0018788999999983	0.0000027659450000	0.0000220127134890	0.0001521530612243	1.0000000000000000		
801.0000000000000000	0.0017300780207307	0.0018914395850189	0.0000028145999912	0.0000218975842344	0.0001520308798631	1.0000000000000000		
802.0000000000000000	0.0017127999999984	0.0019064999999983	0.0000028593508168	0.0000215521964704	0.0001521124054676	1.0000000000000000		
803.0000000000000000	0.0017025529094252	0.0019166575694930	0.0000029034279888	0.0000216212740232	0.0001523317376741	1.0000000000000000		
804.0000000000000000	0.0016971999999984	0.0019249999999982	0.0000029506867510	0.0000215291706195	0.0001526017130452	1.0000000000000000		
805.0000000000000000	0.0016894759528567	0.0019323634711399	0.0000030052750000	0.0000214600930667	0.0001528265306121	1.0000000000000000		
806.0000000000000000	0.0016814999999985	0.0019433999999982	0.0000030670269206	0.0000213679896630	0.0001527951299068	1.0000000000000000		
807.0000000000000000	0.0016731095400177	0.0019567085736895	0.0000031451841507	0.0000212528604083	0.0001525983648343	1.0000000000000000		
808.0000000000000000	0.0016659999999985	0.0019709999999982	0.0000032436931442	0.0000213910155139	0.0001522245667228	1.0000000000000000		
809.0000000000000000	0.0016577904049825	0.0019806533883902	0.0000033647381897	0.0000215982481723	0.0001516787948379	1.0000000000000000		
810.0000000000000000	0.0016510999999985	0.0019893999999982	0.0000035083230000	0.0000216903515760	0.0001509795918366	1.0000000000000000		
